,model,scenario,region,variable,unit,year,value
5314,West Bengal energy model,baseline,India,Lifetime|Electricity|Biomass|w/ CCS,years,2035,0.0
5315,West Bengal energy model,baseline,India,Lifetime|Electricity|Biomass|w/ CCS,years,2040,0.0
5316,West Bengal energy model,baseline,India,Lifetime|Electricity|Biomass|w/o CCS,years,2015,20.0
5317,West Bengal energy model,baseline,India,Lifetime|Electricity|Biomass|w/o CCS,years,2020,20.0
5318,West Bengal energy model,baseline,India,Lifetime|Electricity|Biomass|w/o CCS,years,2025,20.0
5319,West Bengal energy model,baseline,India,Lifetime|Electricity|Biomass|w/o CCS,years,2030,20.0
5320,West Bengal energy model,baseline,India,Lifetime|Electricity|Biomass|w/o CCS,years,2035,20.0
5321,West Bengal energy model,baseline,India,Lifetime|Electricity|Biomass|w/o CCS,years,2040,20.0
5322,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal,years,2015,80.0
5323,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal,years,2020,80.0
5324,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal,years,2025,120.0
5325,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal,years,2030,120.0
5326,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal,years,2035,240.0
5327,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal,years,2040,240.0
5328,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS,years,2015,0.0
5329,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS,years,2020,0.0
5330,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS,years,2025,0.0
5331,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS,years,2030,0.0
5332,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS,years,2035,80.0
5333,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS,years,2040,80.0
5334,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|coal_usc_ccs,years,2015,0.0
5335,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|coal_usc_ccs,years,2020,0.0
5336,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|coal_usc_ccs,years,2025,0.0
5337,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|coal_usc_ccs,years,2030,0.0
5338,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|coal_usc_ccs,years,2035,40.0
5339,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|coal_usc_ccs,years,2040,40.0
5340,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|igcc_ccs,years,2015,0.0
5341,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|igcc_ccs,years,2020,0.0
5342,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|igcc_ccs,years,2025,0.0
5343,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|igcc_ccs,years,2030,0.0
5344,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|igcc_ccs,years,2035,40.0
5345,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/ CCS|igcc_ccs,years,2040,40.0
5346,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS,years,2015,80.0
5347,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS,years,2020,80.0
5348,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS,years,2025,120.0
5349,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS,years,2030,120.0
5350,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS,years,2035,160.0
5351,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS,years,2040,160.0
5352,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl,years,2015,40.0
5353,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl,years,2020,40.0
5354,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl,years,2025,40.0
5355,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl,years,2030,40.0
5356,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl,years,2035,40.0
5357,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl,years,2040,40.0
5358,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl_sub,years,2015,40.0
5359,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl_sub,years,2020,40.0
5360,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl_sub,years,2025,40.0
5361,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl_sub,years,2030,40.0
5362,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl_sub,years,2035,40.0
5363,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_ppl_sub,years,2040,40.0
5364,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_usc,years,2015,0.0
5365,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_usc,years,2020,0.0
5366,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_usc,years,2025,40.0
5367,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_usc,years,2030,40.0
5368,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_usc,years,2035,40.0
5369,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|coal_usc,years,2040,40.0
5370,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|igcc,years,2015,0.0
5371,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|igcc,years,2020,0.0
5372,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|igcc,years,2025,0.0
5373,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|igcc,years,2030,0.0
5374,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|igcc,years,2035,40.0
5375,West Bengal energy model,baseline,India,Lifetime|Electricity|Coal|w/o CCS|igcc,years,2040,40.0
5376,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas,years,2015,40.0
5377,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas,years,2020,40.0
5378,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas,years,2025,80.0
5379,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas,years,2030,80.0
5380,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas,years,2035,120.0
5381,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas,years,2040,120.0
5382,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS,years,2015,0.0
5383,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS,years,2020,0.0
5384,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS,years,2025,0.0
5385,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS,years,2030,0.0
5386,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS,years,2035,40.0
5387,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS,years,2040,40.0
5388,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS|gas_cc_ccs_ppl,years,2015,0.0
5389,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS|gas_cc_ccs_ppl,years,2020,0.0
5390,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS|gas_cc_ccs_ppl,years,2025,0.0
5391,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS|gas_cc_ccs_ppl,years,2030,0.0
5392,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS|gas_cc_ccs_ppl,years,2035,40.0
5393,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/ CCS|gas_cc_ccs_ppl,years,2040,40.0
5394,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS,years,2015,40.0
5395,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS,years,2020,40.0
5396,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS,years,2025,80.0
5397,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS,years,2030,80.0
5398,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS,years,2035,80.0
5399,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS,years,2040,80.0
5400,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_peak_ppl,years,2015,40.0
5401,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_peak_ppl,years,2020,40.0
5402,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_peak_ppl,years,2025,40.0
5403,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_peak_ppl,years,2030,40.0
5404,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_peak_ppl,years,2035,40.0
5405,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_peak_ppl,years,2040,40.0
5406,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_ppl,years,2015,0.0
5407,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_ppl,years,2020,0.0
5408,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_ppl,years,2025,40.0
5409,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_ppl,years,2030,40.0
5410,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_ppl,years,2035,40.0
5411,West Bengal energy model,baseline,India,Lifetime|Electricity|Gas|w/o CCS|gas_cc_ppl,years,2040,40.0
5412,West Bengal energy model,baseline,India,Lifetime|Electricity|Geothermal,years,2015,0.0
5413,West Bengal energy model,baseline,India,Lifetime|Electricity|Geothermal,years,2020,0.0
5414,West Bengal energy model,baseline,India,Lifetime|Electricity|Geothermal,years,2025,0.0
5415,West Bengal energy model,baseline,India,Lifetime|Electricity|Geothermal,years,2030,0.0
5416,West Bengal energy model,baseline,India,Lifetime|Electricity|Geothermal,years,2035,0.0
5417,West Bengal energy model,baseline,India,Lifetime|Electricity|Geothermal,years,2040,0.0
5418,West Bengal energy model,baseline,India,Lifetime|Electricity|Hydro,years,2015,60.0
5419,West Bengal energy model,baseline,India,Lifetime|Electricity|Hydro,years,2020,60.0
5420,West Bengal energy model,baseline,India,Lifetime|Electricity|Hydro,years,2025,60.0
5421,West Bengal energy model,baseline,India,Lifetime|Electricity|Hydro,years,2030,60.0
5422,West Bengal energy model,baseline,India,Lifetime|Electricity|Hydro,years,2035,60.0
5423,West Bengal energy model,baseline,India,Lifetime|Electricity|Hydro,years,2040,60.0
5424,West Bengal energy model,baseline,India,Lifetime|Electricity|Nuclear,years,2015,50.0
5425,West Bengal energy model,baseline,India,Lifetime|Electricity|Nuclear,years,2020,50.0
5426,West Bengal energy model,baseline,India,Lifetime|Electricity|Nuclear,years,2025,50.0
5427,West Bengal energy model,baseline,India,Lifetime|Electricity|Nuclear,years,2030,50.0
5428,West Bengal energy model,baseline,India,Lifetime|Electricity|Nuclear,years,2035,50.0
5429,West Bengal energy model,baseline,India,Lifetime|Electricity|Nuclear,years,2040,50.0
5430,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil,years,2015,0.0
5431,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil,years,2020,0.0
5432,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil,years,2025,0.0
5433,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil,years,2030,0.0
5434,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil,years,2035,0.0
5435,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil,years,2040,0.0
5436,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/ CCS,years,2015,0.0
5437,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/ CCS,years,2020,0.0
5438,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/ CCS,years,2025,0.0
5439,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/ CCS,years,2030,0.0
5440,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/ CCS,years,2035,0.0
5441,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/ CCS,years,2040,0.0
5442,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/o CCS,years,2015,0.0
5443,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/o CCS,years,2020,0.0
5444,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/o CCS,years,2025,0.0
5445,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/o CCS,years,2030,0.0
5446,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/o CCS,years,2035,0.0
5447,West Bengal energy model,baseline,India,Lifetime|Electricity|Oil|w/o CCS,years,2040,0.0
5448,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar,years,2015,45.0
5449,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar,years,2020,75.0
5450,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar,years,2025,75.0
5451,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar,years,2030,75.0
5452,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar,years,2035,75.0
5453,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar,years,2040,75.0
5454,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|CSP,years,2015,0.0
5455,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|CSP,years,2020,30.0
5456,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|CSP,years,2025,30.0
5457,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|CSP,years,2030,30.0
5458,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|CSP,years,2035,30.0
5459,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|CSP,years,2040,30.0
5460,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|PV,years,2015,25.0
5461,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|PV,years,2020,25.0
5462,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|PV,years,2025,25.0
5463,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|PV,years,2030,25.0
5464,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|PV,years,2035,25.0
5465,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|PV,years,2040,25.0
5466,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|Thermal,years,2015,20.0
5467,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|Thermal,years,2020,20.0
5468,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|Thermal,years,2025,20.0
5469,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|Thermal,years,2030,20.0
5470,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|Thermal,years,2035,20.0
5471,West Bengal energy model,baseline,India,Lifetime|Electricity|Solar|Thermal,years,2040,20.0
5472,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind,years,2015,25.0
5473,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind,years,2020,25.0
5474,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind,years,2025,50.0
5475,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind,years,2030,50.0
5476,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind,years,2035,50.0
5477,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind,years,2040,50.0
5478,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Offshore,years,2015,0.0
5479,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Offshore,years,2020,0.0
5480,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Offshore,years,2025,25.0
5481,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Offshore,years,2030,25.0
5482,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Offshore,years,2035,25.0
5483,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Offshore,years,2040,25.0
5484,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Onshore,years,2015,25.0
5485,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Onshore,years,2020,25.0
5486,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Onshore,years,2025,25.0
5487,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Onshore,years,2030,25.0
5488,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Onshore,years,2035,25.0
5489,West Bengal energy model,baseline,India,Lifetime|Electricity|Wind|Onshore,years,2040,25.0
5490,West Bengal energy model,baseline,India,Lifetime|Gases,years,2015,0.0
5491,West Bengal energy model,baseline,India,Lifetime|Gases,years,2020,0.0
5492,West Bengal energy model,baseline,India,Lifetime|Gases,years,2025,0.0
5493,West Bengal energy model,baseline,India,Lifetime|Gases,years,2030,0.0
5494,West Bengal energy model,baseline,India,Lifetime|Gases,years,2035,0.0
5495,West Bengal energy model,baseline,India,Lifetime|Gases,years,2040,0.0
5496,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass,years,2015,0.0
5497,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass,years,2020,0.0
5498,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass,years,2025,0.0
5499,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass,years,2030,0.0
5500,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass,years,2035,0.0
5501,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass,years,2040,0.0
5502,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass|w/o CCS,years,2015,0.0
5503,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass|w/o CCS,years,2020,0.0
5504,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass|w/o CCS,years,2025,0.0
5505,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass|w/o CCS,years,2030,0.0
5506,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass|w/o CCS,years,2035,0.0
5507,West Bengal energy model,baseline,India,Lifetime|Gases|Biomass|w/o CCS,years,2040,0.0
5508,West Bengal energy model,baseline,India,Lifetime|Gases|Coal,years,2015,0.0
5509,West Bengal energy model,baseline,India,Lifetime|Gases|Coal,years,2020,0.0
5510,West Bengal energy model,baseline,India,Lifetime|Gases|Coal,years,2025,0.0
5511,West Bengal energy model,baseline,India,Lifetime|Gases|Coal,years,2030,0.0
5512,West Bengal energy model,baseline,India,Lifetime|Gases|Coal,years,2035,0.0
5513,West Bengal energy model,baseline,India,Lifetime|Gases|Coal,years,2040,0.0
5514,West Bengal energy model,baseline,India,Lifetime|Gases|Coal|w/o CCS,years,2015,0.0
5515,West Bengal energy model,baseline,India,Lifetime|Gases|Coal|w/o CCS,years,2020,0.0
5516,West Bengal energy model,baseline,India,Lifetime|Gases|Coal|w/o CCS,years,2025,0.0
5517,West Bengal energy model,baseline,India,Lifetime|Gases|Coal|w/o CCS,years,2030,0.0
5518,West Bengal energy model,baseline,India,Lifetime|Gases|Coal|w/o CCS,years,2035,0.0
5519,West Bengal energy model,baseline,India,Lifetime|Gases|Coal|w/o CCS,years,2040,0.0
5520,West Bengal energy model,baseline,India,Lifetime|Hydrogen,years,2015,0.0
5521,West Bengal energy model,baseline,India,Lifetime|Hydrogen,years,2020,0.0
5522,West Bengal energy model,baseline,India,Lifetime|Hydrogen,years,2025,0.0
5523,West Bengal energy model,baseline,India,Lifetime|Hydrogen,years,2030,0.0
5524,West Bengal energy model,baseline,India,Lifetime|Hydrogen,years,2035,30.0
5525,West Bengal energy model,baseline,India,Lifetime|Hydrogen,years,2040,30.0
5526,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass,years,2015,0.0
5527,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass,years,2020,0.0
5528,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass,years,2025,0.0
5529,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass,years,2030,0.0
5530,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass,years,2035,0.0
5531,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass,years,2040,0.0
5532,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/ CCS,years,2015,0.0
5533,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/ CCS,years,2020,0.0
5534,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/ CCS,years,2025,0.0
5535,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/ CCS,years,2030,0.0
5536,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/ CCS,years,2035,0.0
5537,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/ CCS,years,2040,0.0
5538,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/o CCS,years,2015,0.0
5539,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/o CCS,years,2020,0.0
5540,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/o CCS,years,2025,0.0
5541,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/o CCS,years,2030,0.0
5542,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/o CCS,years,2035,0.0
5543,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Biomass|w/o CCS,years,2040,0.0
5544,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal,years,2015,0.0
5545,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal,years,2020,0.0
5546,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal,years,2025,0.0
5547,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal,years,2030,0.0
5548,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal,years,2035,0.0
5549,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal,years,2040,0.0
5550,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/ CCS,years,2015,0.0
5551,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/ CCS,years,2020,0.0
5552,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/ CCS,years,2025,0.0
5553,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/ CCS,years,2030,0.0
5554,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/ CCS,years,2035,0.0
5555,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/ CCS,years,2040,0.0
5556,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/o CCS,years,2015,0.0
5557,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/o CCS,years,2020,0.0
5558,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/o CCS,years,2025,0.0
5559,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/o CCS,years,2030,0.0
5560,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/o CCS,years,2035,0.0
5561,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Coal|w/o CCS,years,2040,0.0
5562,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Electricity,years,2015,0.0
5563,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Electricity,years,2020,0.0
5564,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Electricity,years,2025,0.0
5565,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Electricity,years,2030,0.0
5566,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Electricity,years,2035,0.0
5567,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Electricity,years,2040,0.0
5568,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas,years,2015,0.0
5569,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas,years,2020,0.0
5570,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas,years,2025,0.0
5571,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas,years,2030,0.0
5572,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas,years,2035,30.0
5573,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas,years,2040,30.0
5574,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/ CCS,years,2015,0.0
5575,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/ CCS,years,2020,0.0
5576,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/ CCS,years,2025,0.0
5577,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/ CCS,years,2030,0.0
5578,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/ CCS,years,2035,0.0
5579,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/ CCS,years,2040,0.0
5580,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/o CCS,years,2015,0.0
5581,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/o CCS,years,2020,0.0
5582,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/o CCS,years,2025,0.0
5583,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/o CCS,years,2030,0.0
5584,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/o CCS,years,2035,30.0
5585,West Bengal energy model,baseline,India,Lifetime|Hydrogen|Gas|w/o CCS,years,2040,30.0
5586,West Bengal energy model,baseline,India,Lifetime|Liquids,years,2015,0.0
5587,West Bengal energy model,baseline,India,Lifetime|Liquids,years,2020,0.0
5588,West Bengal energy model,baseline,India,Lifetime|Liquids,years,2025,0.0
5589,West Bengal energy model,baseline,India,Lifetime|Liquids,years,2030,0.0
5590,West Bengal energy model,baseline,India,Lifetime|Liquids,years,2035,0.0
5591,West Bengal energy model,baseline,India,Lifetime|Liquids,years,2040,0.0
5592,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass,years,2015,0.0
5593,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass,years,2020,0.0
5594,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass,years,2025,0.0
5595,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass,years,2030,0.0
5596,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass,years,2035,0.0
5597,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass,years,2040,0.0
5598,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass|w/ CCS,years,2015,0.0
5599,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass|w/ CCS,years,2020,0.0
5600,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass|w/ CCS,years,2025,0.0
5601,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass|w/ CCS,years,2030,0.0
5602,West Bengal energy model,baseline,India,Lifetime|Liquids|Biomass|w/ CCS,years,2035,0.0
